0,1,2,3,4,5,6,7,8,9,10,11,12
1.9759092325185565,1.9333355042766527,1.9192332460584363,1.8371797331518898,1.9059422085535673,2.005772005315541,2.004391318295694,2.0957748761905046,2.161904146692249,2.1358039946600007,2.059360840986309,1.993160590040128,0.6482629276039653
1.9751871948467241,1.9620418201218304,1.9241456075318313,1.8831767329286844,1.929081020783026,2.005772005315541,2.0586914065765027,2.0957748761905046,2.161904146692249,2.088413365412951,2.1005055126262424,1.993160590040128,0.6486567427611241
1.9640174234318322,1.9283933403899747,1.925373720851859,1.8736847006138795,1.8991832225418146,2.005772005315541,2.096124552074655,2.0721058911438,2.157360663828886,2.119333049187872,2.06461037799613,2.0172785436725023,0.6740045171822568
2.0037861341109413,1.9283933403899747,1.923104567100844,1.8736847006138795,1.8991832225418146,2.005772005315541,2.0834544029011113,2.0721058911438,2.0966891733306903,2.119333049187872,2.080574926006818,2.0172785436725023,0.6474929924876209
2.0037861341109413,1.9283933403899747,1.9186113603686084,1.8670982002682914,1.8773863355374927,2.0273512419167368,2.0628662999195604,2.09161309606258,2.1498490592154718,2.119333049187872,2.0788453528518733,2.006341348592557,0.6681784803175969
2.0037861341109413,1.9632328294564303,1.9186113603686084,1.908401082865779,1.9380062949546941,2.0336671085624256,2.084249475131715,2.0896508512366117,2.1442601456079062,2.126735172251423,2.0876858598431647,2.006341348592557,0.6635305608807139
1.9881891974571009,1.9412431283099074,1.9299734368669466,1.8908118232130104,1.9035046547588441,2.0336671085624256,2.084249475131715,2.0822854938435693,2.1442601456079062,2.1583024173158907,2.0716356781046446,2.029269366806432,0.6635305608807139
2.025237078477573,1.9072659969223626,1.9299734368669466,1.8908118232130104,1.9035046547588441,2.0336671085624256,2.084249475131715,2.0822854938435693,2.150608484112695,2.1268242268913045,2.0635511560929274,2.032993499472017,0.6635305608807139
2.025237078477573,1.9504839757113448,1.9299734368669466,1.8662543325570657,1.9035046547588441,2.0314312550960385,2.0500763099024506,2.0822854938435693,2.138055664858467,2.1268242268913045,2.1092850189150405,2.0150574301414714,0.6594373854925066
2.006270290574334,1.9504839757113448,1.927254796480874,1.8734772518687235,1.891309983138943,2.0314312550960385,2.0658131596387324,2.1074985802122757,2.138055664858467,2.1031852988089583,2.1092850189150405,2.0599521693461105,0.6594373854925066
2.011916240156272,1.9504839757113448,1.8925949734069316,1.8863246738526214,1.9016087291957782,2.0568462251555446,2.0538886211300875,2.1074985802122757,2.138055664858467,2.1031852988089583,2.0632927782875163,2.040535246133947,0.6594373854925066
2.0123263168669108,1.9463138650397076,1.9302584355759906,1.8863246738526214,1.9363161717315969,2.0306657416298974,2.0890818368234534,2.1074985802122757,2.1178969750886445,2.119204547797849,2.078583822393879,2.032647511458234,0.6532532528945194
2.0123263168669108,1.9428931428269125,1.9302584355759906,1.9122403881521892,1.9175947939411258,2.0306657416298974,2.062055544427875,2.0720427801682395,2.120133009938734,2.0591417510422003,2.1078122660217495,2.033148701279826,0.66382342878769
2.0123263168669108,1.9428931428269125,1.887926752659561,1.8634869232742017,1.8932552877137163,1.9990254089072517,2.0292022182626215,2.1201973764388935,2.1535908407967375,2.0687318089721765,2.1078122660217495,2.0119371643565294,0.647721854642229
1.9762428691655454,1.9595602829873973,1.8978855969262407,1.9134819027795726,1.8968375247906746,2.016159885208845,2.062204351668055,2.110314291740488,2.150722711672595,2.1119290977616427,2.0517673530540965,1.9983624255079016,0.647721854642229
1.9710726869609168,1.9334926866208415,1.9033992205577417,1.8378379728774217,1.9134833812066874,2.0133580081067297,2.046025347916357,2.0658384219021353,2.129852121243478,2.103916323481851,2.0783985149888897,2.0053646894704618,0.647721854642229
1.9710726869609168,1.9315576427469034,1.926890048621261,1.922596735256912,1.9470582999657047,1.985792644390522,2.014625811257167,2.0550045019786185,2.129852121243478,2.12958920471858,2.076040381406771,2.032120517904781,0.6664587738484183
1.9870468798287209,1.9315576427469034,1.926890048621261,1.8560011719477487,1.9281591458329237,2.0226639758322835,2.0311823942373346,2.0550045019786185,2.178587108698727,2.122145196570007,2.076040381406771,2.0043350716528674,0.6598304555128316
2.016787406343923,1.9315576427469034,1.926890048621261,1.8560011719477487,1.9281591458329237,2.0226639758322835,2.0460505234188067,2.0792962674647284,2.121031656516235,2.0577626007481613,2.07912158073983,2.0043350716528674,0.6598304555128316
2.02055877777346,1.9339708955785861,1.9269554422172654,1.8560011719477487,1.9245521267733878,2.0381236421861826,2.0460505234188067,2.1588212473541994,2.121031656516235,2.1402539393127773,2.1091095777972266,2.040228836954236,0.6720576926623316
1.9799475590448319,1.9339708955785861,1.9269554422172654,1.8560011719477487,1.8991234224725728,2.0258655401290473,2.0726429681921514,2.0731331243565196,2.1481746784746814,2.1203158571506906,2.072999247491768,2.040228836954236,0.6642663725142439
2.005519240453903,1.9339708955785861,1.9269554422172654,1.8506158314727845,1.9215111021621722,2.028559151296947,2.038495735499748,2.0731331243565196,2.1600980846917808,2.0856022009492907,2.0781717898125445,2.040228836954236,0.6642663725142439
2.005519240453903,1.9446431981716543,1.90987425238414,1.8638749158720536,1.9215111021621722,2.028559151296947,2.0364801892602395,2.090836978763172,2.153628265940023,2.119521857192449,2.043086938810054,1.9860377984400879,0.6644255808343934
2.0259482428492657,1.9446431981716543,1.9246374899707839,1.8638749158720536,1.9141627262188388,2.028559151296947,2.0391572787312118,2.0841299179887343,2.153628265940023,2.067144289313764,2.043086938810054,1.985754000006931,0.666744978248954
1.9901732328470974,1.9609154179157284,1.9203401605354815,1.9253608163289968,1.9141627262188388,2.028559151296947,2.056890366682431,2.0486009798036124,2.1670678416698417,2.098209984820835,2.043086938810054,2.0173599789994503,0.666744978248954
2.0352217821182106,1.9609154179157284,1.9203401605354815,1.9253608163289968,1.9141627262188388,2.028559151296947,2.0519738041234534,2.0943841982432936,2.1612614768454654,2.1333708095788415,2.0469932419773214,2.0173599789994503,0.6536809971045084
